seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
0,370,train,none,1,"[-3.552351951599121, -2.218151569366455]","[-3.1110310554504395, -1.7768304347991943]","[-3.0697100162506104, -1.7355093955993652]","[-0.44132089614868164, -0.44132113456726074]","[0.0413210391998291, 0.0413210391998291]",1,0,"[[-2.735264301300049, -2.4369940757751465], [-2.5782885551452637, -2.403221845626831], [-2.6107397079467773, -2.51314377784729], [-2.813586473464966, -2.689328670501709], [-2.937018871307373, -2.2270565032958984], [-2.7605350017547607, -1.7054129838943481], [-2.7856903076171875, -1.5331445932388306], [-3.217526435852051, -2.0243921279907227]]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0]"
0,370,train,none,3,"[-3.8482415676116943, -3.268108606338501]","[-2.633894681930542, -2.0537617206573486]","[-2.483041763305664, -1.9029088020324707]","[-1.2143468856811523, -1.2143468856811523]","[0.15085291862487793, 0.15085291862487793]",1,0,"[[-2.735264301300049, -2.4369940757751465], [-2.5782885551452637, -2.403221845626831], [-2.6107397079467773, -2.51314377784729], [-2.813586473464966, -2.689328670501709], [-2.937018871307373, -2.2270565032958984], [-2.7605350017547607, -1.7054129838943481], [-2.7856903076171875, -1.5331445932388306], [-3.217526435852051, -2.0243921279907227]]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0]"
0,370,train,none,5,"[-3.1750566959381104, -3.234475612640381]","[-2.0796897411346436, -2.139108657836914]","[-2.835536003112793, -2.8949551582336426]","[-1.0953669548034668, -1.0953669548034668]","[-0.7558462619781494, -0.7558465003967285]",0,0,"[[-2.735264301300049, -2.4369940757751465], [-2.5782885551452637, -2.403221845626831], [-2.6107397079467773, -2.51314377784729], [-2.813586473464966, -2.689328670501709], [-2.937018871307373, -2.2270565032958984], [-2.7605350017547607, -1.7054129838943481], [-2.7856903076171875, -1.5331445932388306], [-3.217526435852051, -2.0243921279907227]]","[0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 0.0, -1.0]"
0,313,train,none,1,"[-2.899064302444458, -3.5843100547790527]","[-2.477447032928467, -3.1626927852630615]","[-2.4558298587799072, -3.141075372695923]","[-0.4216172695159912, -0.4216172695159912]","[0.02161717414855957, 0.021617412567138672]",1,0,"[[-3.3105831146240234, -3.877007484436035], [-3.2208974361419678, -3.872549057006836], [-2.8916587829589844, -3.6372907161712646], [-3.1040492057800293, -4.039988994598389], [-2.81643009185791, -3.920764923095703], [-2.6194560527801514, -3.7451999187469482], [-2.72995924949646, -3.732516050338745], [-2.550595998764038, -3.483194589614868]]","[0.0, 1.0, 0.0, -1.0, 1.0, 0.0, 1.0, 0.0]"
0,313,train,none,3,"[-3.2315027713775635, -4.473919868469238]","[-2.062084913253784, -3.304502487182617]","[-1.971921443939209, -3.214338541030884]","[-1.1694178581237793, -1.169417381286621]","[0.0901634693145752, 0.0901639461517334]",1,0,"[[-3.3105831146240234, -3.877007484436035], [-3.2208974361419678, -3.872549057006836], [-2.8916587829589844, -3.6372907161712646], [-3.1040492057800293, -4.039988994598389], [-2.81643009185791, -3.920764923095703], [-2.6194560527801514, -3.7451999187469482], [-2.72995924949646, -3.732516050338745], [-2.550595998764038, -3.483194589614868]]","[0.0, 1.0, 0.0, -1.0, 1.0, 0.0, 1.0, 0.0]"
0,313,train,none,5,"[-2.643505811691284, -4.347775936126709]","[-1.563631296157837, -3.267902135848999]","[-2.3229756355285645, -4.027245998382568]","[-1.0798745155334473, -1.07987380027771]","[-0.7593443393707275, -0.7593438625335693]",0,0,"[[-3.3105831146240234, -3.877007484436035], [-3.2208974361419678, -3.872549057006836], [-2.8916587829589844, -3.6372907161712646], [-3.1040492057800293, -4.039988994598389], [-2.81643009185791, -3.920764923095703], [-2.6194560527801514, -3.7451999187469482], [-2.72995924949646, -3.732516050338745], [-2.550595998764038, -3.483194589614868]]","[0.0, 1.0, 0.0, -1.0, 1.0, 0.0, 1.0, 0.0]"
0,1924,train,none,1,"[-3.037278890609741, -3.023639678955078]","[-2.601318597793579, -2.587679624557495]","[-2.5653584003448486, -2.5517194271087646]","[-0.4359602928161621, -0.435960054397583]","[0.03596019744873047, 0.03596019744873047]",1,0,"[[-2.487149477005005, -3.021998882293701], [-2.6576385498046875, -2.97670578956604], [-2.6349544525146484, -2.7815186977386475], [-3.0183706283569336, -3.1126952171325684], [-3.1532254219055176, -3.3843586444854736], [-2.931103229522705, -3.2067325115203857], [-2.8000078201293945, -2.937774658203125], [-2.6809871196746826, -2.877917528152466]]","[-1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0]"
0,1924,train,none,3,"[-3.375612258911133, -3.98728609085083]","[-2.1738791465759277, -2.785552978515625]","[-2.038925886154175, -2.650599956512451]","[-1.201733112335205, -1.201733112335205]","[0.13495326042175293, 0.13495302200317383]",1,0,"[[-2.487149477005005, -3.021998882293701], [-2.6576385498046875, -2.97670578956604], [-2.6349544525146484, -2.7815186977386475], [-3.0183706283569336, -3.1126952171325684], [-3.1532254219055176, -3.3843586444854736], [-2.931103229522705, -3.2067325115203857], [-2.8000078201293945, -2.937774658203125], [-2.6809871196746826, -2.877917528152466]]","[-1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0]"
0,1924,train,none,5,"[-2.7584893703460693, -3.8935141563415527]","[-1.6645256280899048, -2.7995502948760986]","[-2.4156792163848877, -3.550704002380371]","[-1.0939637422561646, -1.093963861465454]","[-0.7511535882949829, -0.7511537075042725]",0,0,"[[-2.487149477005005, -3.021998882293701], [-2.6576385498046875, -2.97670578956604], [-2.6349544525146484, -2.7815186977386475], [-3.0183706283569336, -3.1126952171325684], [-3.1532254219055176, -3.3843586444854736], [-2.931103229522705, -3.2067325115203857], [-2.8000078201293945, -2.937774658203125], [-2.6809871196746826, -2.877917528152466]]","[-1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0]"
0,2638,train,none,1,"[-1.3698347806930542, -0.4635124206542969]","[-1.5413652658462524, -0.6350428462028503]","[-2.1128957271575928, -1.2065733671188354]","[0.17153048515319824, 0.17153042554855347]","[-0.5715304613113403, -0.5715305209159851]",-1,1,"[[-0.8711665868759155, -0.579776406288147], [-0.7715454697608948, -0.42729535698890686], [-0.9451079368591309, -0.4784373342990875], [-0.8366329669952393, 0.13495232164859772], [-0.44054457545280457, 0.38509055972099304], [-1.4484999179840088, -0.4080246686935425], [-1.185901165008545, -0.02354460395872593], [-1.5652467012405396, -0.8225104808807373]]","[-1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0]"
0,2638,train,none,3,"[-0.6171854138374329, -0.42321258783340454]","[-1.217271327972412, -1.0232983827590942]","[-2.6983540058135986, -2.5043814182281494]","[0.6000859141349792, 0.6000857949256897]","[-1.4810826778411865, -1.4810830354690552]",-1,1,"[[-0.8711665868759155, -0.579776406288147], [-0.7715454697608948, -0.42729535698890686], [-0.9451079368591309, -0.4784373342990875], [-0.8366329669952393, 0.13495232164859772], [-0.44054457545280457, 0.38509055972099304], [-1.4484999179840088, -0.4080246686935425], [-1.185901165008545, -0.02354460395872593], [-1.5652467012405396, -0.8225104808807373]]","[-1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0]"
0,2638,train,none,5,"[-1.497544527053833, -1.905472993850708]","[-0.8011870980262756, -1.2091155052185059]","[-2.042565107345581, -2.450493812561035]","[-0.6963574290275574, -0.6963574886322021]","[-1.2413780689239502, -1.2413783073425293]",0,1,"[[-0.8711665868759155, -0.579776406288147], [-0.7715454697608948, -0.42729535698890686], [-0.9451079368591309, -0.4784373342990875], [-0.8366329669952393, 0.13495232164859772], [-0.44054457545280457, 0.38509055972099304], [-1.4484999179840088, -0.4080246686935425], [-1.185901165008545, -0.02354460395872593], [-1.5652467012405396, -0.8225104808807373]]","[-1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0]"
0,1441,train,none,1,"[-2.530679702758789, -2.221207857131958]","[-2.04390549659729, -1.734433650970459]","[-1.957131266593933, -1.6476595401763916]","[-0.486774206161499, -0.486774206161499]","[0.08677423000335693, 0.08677411079406738]",1,0,"[[-1.8321404457092285, -2.185471296310425], [-2.060849905014038, -2.2104332447052], [-1.94071364402771, -2.2218027114868164], [-1.9690768718719482, -2.292717695236206], [-2.1524558067321777, -2.4224820137023926], [-2.2388665676116943, -2.339876890182495], [-2.02886700630188, -2.1027424335479736], [-2.094236373901367, -1.9797639846801758]]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 1.0]"
0,1441,train,none,3,"[-2.98345947265625, -3.328144073486328]","[-1.670813798904419, -2.015498638153076]","[-1.370378017425537, -1.7150630950927734]","[-1.312645673751831, -1.312645435333252]","[0.30043578147888184, 0.30043554306030273]",1,0,"[[-1.8321404457092285, -2.185471296310425], [-2.060849905014038, -2.2104332447052], [-1.94071364402771, -2.2218027114868164], [-1.9690768718719482, -2.292717695236206], [-2.1524558067321777, -2.4224820137023926], [-2.2388665676116943, -2.339876890182495], [-2.02886700630188, -2.1027424335479736], [-2.094236373901367, -1.9797639846801758]]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 1.0]"
0,1441,train,none,5,"[-2.3599345684051514, -3.2540013790130615]","[-1.210509181022644, -2.104576349258423]","[-1.9269315004348755, -2.8209986686706543]","[-1.1494253873825073, -1.1494250297546387]","[-0.7164223194122314, -0.7164223194122314]",0,0,"[[-1.8321404457092285, -2.185471296310425], [-2.060849905014038, -2.2104332447052], [-1.94071364402771, -2.2218027114868164], [-1.9690768718719482, -2.292717695236206], [-2.1524558067321777, -2.4224820137023926], [-2.2388665676116943, -2.339876890182495], [-2.02886700630188, -2.1027424335479736], [-2.094236373901367, -1.9797639846801758]]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 1.0]"
0,2508,train,none,1,"[-2.6250123977661133, -2.6069860458374023]","[-2.159487247467041, -2.14146089553833]","[-2.0939619541168213, -2.0759356021881104]","[-0.46552515029907227, -0.46552515029907227]","[0.06552529335021973, 0.06552529335021973]",1,0,"[[-2.835244655609131, -2.246516227722168], [-2.5717198848724365, -2.069948196411133], [-3.0349249839782715, -2.660616397857666], [-2.864792585372925, -2.316833019256592], [-2.3152644634246826, -2.01177978515625], [-2.037830114364624, -1.9013569355010986], [-2.4752516746520996, -2.2573704719543457], [-2.2159013748168945, -2.4082136154174805]]","[0.0, 1.0, -1.0, 1.0, 1.0, 0.0, -1.0, 0.0]"
0,2508,train,none,3,"[-3.042633533477783, -3.650347948074341]","[-1.775126338005066, -2.382840633392334]","[-1.5449975728988647, -2.152712106704712]","[-1.2675071954727173, -1.2675073146820068]","[0.23012876510620117, 0.23012852668762207]",1,0,"[[-2.835244655609131, -2.246516227722168], [-2.5717198848724365, -2.069948196411133], [-3.0349249839782715, -2.660616397857666], [-2.864792585372925, -2.316833019256592], [-2.3152644634246826, -2.01177978515625], [-2.037830114364624, -1.9013569355010986], [-2.4752516746520996, -2.2573704719543457], [-2.2159013748168945, -2.4082136154174805]]","[0.0, 1.0, -1.0, 1.0, 1.0, 0.0, -1.0, 0.0]"
0,2508,train,none,5,"[-2.431323766708374, -3.562774896621704]","[-1.3046512603759766, -2.4361023902893066]","[-2.033426284790039, -3.164877414703369]","[-1.1266725063323975, -1.1266725063323975]","[-0.7287750244140625, -0.7287750244140625]",0,0,"[[-2.835244655609131, -2.246516227722168], [-2.5717198848724365, -2.069948196411133], [-3.0349249839782715, -2.660616397857666], [-2.864792585372925, -2.316833019256592], [-2.3152644634246826, -2.01177978515625], [-2.037830114364624, -1.9013569355010986], [-2.4752516746520996, -2.2573704719543457], [-2.2159013748168945, -2.4082136154174805]]","[0.0, 1.0, -1.0, 1.0, 1.0, 0.0, -1.0, 0.0]"
0,605,train,none,1,"[-1.5627737045288086, -1.2470558881759644]","[-0.9276384115219116, -0.6119206547737122]","[-0.6925032138824463, -0.37678539752960205]","[-0.635135293006897, -0.6351352334022522]","[0.23513519763946533, 0.2351352572441101]",1,0,"[[-2.3619208335876465, -2.4855496883392334], [-2.251932144165039, -2.3235859870910645], [-2.062375068664551, -2.1375603675842285], [-1.8706343173980713, -1.794883370399475], [-1.6245051622390747, -1.5824583768844604], [-0.997073233127594, -1.2721892595291138], [-1.0973855257034302, -1.1720163822174072], [-0.9192184805870056, -0.7981712818145752]]","[-1.0, -1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
0,605,train,none,3,"[-2.2529172897338867, -2.5919649600982666]","[-0.6633828282356262, -1.0024306774139404]","[0.2212517112493515, -0.11779613047838211]","[-1.5895345211029053, -1.5895342826843262]","[0.8846345543861389, 0.8846345543861389]",1,0,"[[-2.3619208335876465, -2.4855496883392334], [-2.251932144165039, -2.3235859870910645], [-2.062375068664551, -2.1375603675842285], [-1.8706343173980713, -1.794883370399475], [-1.6245051622390747, -1.5824583768844604], [-0.997073233127594, -1.2721892595291138], [-1.0973855257034302, -1.1720163822174072], [-0.9192184805870056, -0.7981712818145752]]","[-1.0, -1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
0,605,train,none,5,"[-1.6186243295669556, -2.507603645324707]","[-0.3013027310371399, -1.1902823448181152]","[-0.9105565547943115, -1.799536108970642]","[-1.317321538925171, -1.3173213005065918]","[-0.6092538237571716, -0.6092537641525269]",0,0,"[[-2.3619208335876465, -2.4855496883392334], [-2.251932144165039, -2.3235859870910645], [-2.062375068664551, -2.1375603675842285], [-1.8706343173980713, -1.794883370399475], [-1.6245051622390747, -1.5824583768844604], [-0.997073233127594, -1.2721892595291138], [-1.0973855257034302, -1.1720163822174072], [-0.9192184805870056, -0.7981712818145752]]","[-1.0, -1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
0,1878,train,none,1,"[-2.6917104721069336, -2.583611249923706]","[-2.723393440246582, -2.6152942180633545]","[-3.155076265335083, -3.0469770431518555]","[0.03168296813964844, 0.03168296813964844]","[-0.431682825088501, -0.431682825088501]",-1,1,"[[-3.454249143600464, -3.669665575027466], [-3.359666109085083, -3.5369205474853516], [-3.2462520599365234, -3.4619526863098145], [-2.9237682819366455, -3.4939138889312744], [-2.85284686088562, -3.2399330139160156], [-3.0070695877075195, -3.3531086444854736], [-2.880013942718506, -3.1287858486175537], [-2.8094868659973145, -2.9069855213165283]]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, -1.0, 0.0]"
0,1878,train,none,3,"[-2.1626579761505127, -2.6890816688537598]","[-2.2840518951416016, -2.8104753494262695]","[-3.4759559631347656, -4.002379894256592]","[0.12139391899108887, 0.12139368057250977]","[-1.191904067993164, -1.1919045448303223]",-1,1,"[[-3.454249143600464, -3.669665575027466], [-3.359666109085083, -3.5369205474853516], [-3.2462520599365234, -3.4619526863098145], [-2.9237682819366455, -3.4939138889312744], [-2.85284686088562, -3.2399330139160156], [-3.0070695877075195, -3.3531086444854736], [-2.880013942718506, -3.1287858486175537], [-2.8094868659973145, -2.9069855213165283]]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, -1.0, 0.0]"
0,1878,train,none,5,"[-2.5188510417938232, -3.576937198638916]","[-1.7639565467834473, -2.82204270362854]","[-2.853023052215576, -3.911109685897827]","[-0.754894495010376, -0.754894495010376]","[-1.089066505432129, -1.089066982269287]",0,1,"[[-3.454249143600464, -3.669665575027466], [-3.359666109085083, -3.5369205474853516], [-3.2462520599365234, -3.4619526863098145], [-2.9237682819366455, -3.4939138889312744], [-2.85284686088562, -3.2399330139160156], [-3.0070695877075195, -3.3531086444854736], [-2.880013942718506, -3.1287858486175537], [-2.8094868659973145, -2.9069855213165283]]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, -1.0, 0.0]"
0,953,train,none,1,"[-3.674553632736206, -2.84318208694458]","[-3.6761529445648193, -2.8447816371917725]","[-4.077752590179443, -3.2463810443878174]","[0.0015993118286132812, 0.0015995502471923828]","[-0.401599645614624, -0.4015994071960449]",-1,1,"[[-2.68156099319458, -1.9573980569839478], [-3.0000498294830322, -2.1837587356567383], [-3.0596892833709717, -2.308131456375122], [-3.2599313259124756, -2.5239341259002686], [-3.214263677597046, -2.6058127880096436], [-3.072747230529785, -2.4847605228424072], [-3.5275700092315674, -2.947313070297241], [-3.812391757965088, -3.1485512256622314]]","[1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
0,953,train,none,3,"[-3.1162197589874268, -2.9898903369903564]","[-3.1439170837402344, -3.017587661743164]","[-4.265254020690918, -4.138924598693848]","[0.027697324752807617, 0.027697324752807617]","[-1.1213369369506836, -1.1213369369506836]",-1,1,"[[-2.68156099319458, -1.9573980569839478], [-3.0000498294830322, -2.1837587356567383], [-3.0596892833709717, -2.308131456375122], [-3.2599313259124756, -2.5239341259002686], [-3.214263677597046, -2.6058127880096436], [-3.072747230529785, -2.4847605228424072], [-3.5275700092315674, -2.947313070297241], [-3.812391757965088, -3.1485512256622314]]","[1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
0,953,train,none,5,"[-3.3201022148132324, -3.789078950881958]","[-2.539984941482544, -3.0089616775512695]","[-3.5955939292907715, -4.064570903778076]","[-0.7801172733306885, -0.7801172733306885]","[-1.0556089878082275, -1.0556092262268066]",0,1,"[[-2.68156099319458, -1.9573980569839478], [-3.0000498294830322, -2.1837587356567383], [-3.0596892833709717, -2.308131456375122], [-3.2599313259124756, -2.5239341259002686], [-3.214263677597046, -2.6058127880096436], [-3.072747230529785, -2.4847605228424072], [-3.5275700092315674, -2.947313070297241], [-3.812391757965088, -3.1485512256622314]]","[1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
0,986,train,none,1,"[-3.735088348388672, -3.204303741455078]","[-3.323861837387085, -2.793077230453491]","[-3.3126351833343506, -2.781850576400757]","[-0.4112265110015869, -0.4112265110015869]","[0.011226654052734375, 0.011226654052734375]",1,0,"[[-2.715332508087158, -2.9096319675445557], [-3.154128074645996, -3.3401167392730713], [-3.156236410140991, -3.182147979736328], [-2.9234681129455566, -3.2204205989837646], [-2.8799774646759033, -3.145099639892578], [-3.2520687580108643, -3.3683550357818604], [-3.1150853633880615, -3.0318307876586914], [-3.441558837890625, -3.094125509262085]]","[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, -1.0]"
0,986,train,none,3,"[-3.970191717147827, -4.115141868591309]","[-2.825974464416504, -2.9709243774414062]","[-2.768568515777588, -2.9135186672210693]","[-1.1442172527313232, -1.1442174911499023]","[0.057405948638916016, 0.057405710220336914]",1,0,"[[-2.715332508087158, -2.9096319675445557], [-3.154128074645996, -3.3401167392730713], [-3.156236410140991, -3.182147979736328], [-2.9234681129455566, -3.2204205989837646], [-2.8799774646759033, -3.145099639892578], [-3.2520687580108643, -3.3683550357818604], [-3.1150853633880615, -3.0318307876586914], [-3.441558837890625, -3.094125509262085]]","[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, -1.0]"
